con_type,name,id,iso_code,gwno,iso_n,gwc,Tracker,tracker_country,tracker_url,search_pax,total_agreements,unique_processes,peace_process_text,ucdp_country_id,ucdp_country,ucdp_fatalities_last_12,ucdp_events_last_12,ucdp_fatalities_last_month,ucdp_events_last_month,ucdp_fatalities_prev_month,ucdp_events_prev_month,ucdp_fatalities_prev_12_months,ucdp_events_prev_12_months,ucdp_change_in_events_last_month,ucdp_change_in_fatalities_last_month,ucdp_change_in_events_last_12_months,ucdp_change_in_fatalities_last_12_months,ucdp_percent_change_in_events_last_month,ucdp_percent_change_in_fatalities_last_month,ucdp_percent_change_in_events_last_12_months,ucdp_percent_change_in_fatalities_last_12_months,ucdp_last_updated,acled_iso_n,acled_Country,acled_fatalities_last_12,acled_events_last_12,acled_fatalities_last_month,acled_events_last_month,acled_fatalities_prev_month,acled_events_prev_month,acled_fatalities_prev_12_months,acled_events_prev_12_months,acled_change_in_events_last_month,acled_change_in_fatalities_last_month,acled_change_in_events_last_12_months,acled_change_in_fatalities_last_12_months,acled_percent_change_in_events_last_month,acled_percent_change_in_fatalities_last_month,acled_percent_change_in_events_last_12_months,acled_percent_change_in_fatalities_last_12_months,acled_last_updated,gpi_rank_value,gpi_total_con,gpi_summary,cpi_rank_value,cpi_total_con,cpi_summary,ipc_summary,idmc_summary,inform_summary,nap_summary,sm_general_updates,general_updates
pax,Uganda,141.0,UGA,500.0,800.0,UGA,2.0,All,https://www.peaceagreements.org/tracker/all,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=141&match_any_issues=True&name=&text=&signed_after=&signed_before=,19,3,"<ul><li>The most recent agreement signed in Uganda was <a href=""https://www.peaceagreements.org/agreements/684/"" target=""_blank"">Cessation of Hostilities Agreement between the Government of the Republic of Uganda and the Lord's Resistance Army, Juba, Suda, Addendum 6 (01/03/2008)</a>, as part of the Uganda peace process.</li><li>There has been a total of 19 agreements in Uganda, since the first agreement was signed in 1994 (<a href=""https://www.peaceagreements.org/agreements/397/"" target=""_blank"">The Agreement between the Uganda Government and the Lord's Resistance Army ('Gulu Ceasefire') (02/02/1994)</a>), in 3 peace processes (Uganda peace process, Sudanese (North-South) peace process, Rwanda-1990s international agreements).</li></ul>",,,,,,,,,,,,,,,,,,,,800.0,Uganda,207,282,15,17,22,30,248,322,-13,-7,-40,-41,-43.333333333333336,-31.818181818181817,-12.422360248447205,-16.532258064516128,2026-03-31,113.0,165,Uganda ranked 113 out of 165 countries in the Global Peace Index (2025).,148.0,182,Uganda ranked 148 out of 182 countries in the Corruption Perception Index (2025).,"In the current period of analysis (Jul 2025) by the <a href='https://data.humdata.org/dataset/global-acute-food-insecurity-country-data', target='_blank'>IPC</a>, 48% of the population of Uganda are in IPC Phase 3+ (in food crisis), an estimated 919840 people. 4% (75733 people) are estimated to be in Phase 4 (emergency).","In Uganda there has been a total of 1,715 people displaced, with 1,851 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].","There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Uganda: International Displacement to Uganda (Medium), as of 27/03/26.",,"<ul><li>In the current period of analysis (Jul 2025) by the <a href='https://data.humdata.org/dataset/global-acute-food-insecurity-country-data', target='_blank'>IPC</a>, 48% of the population of Uganda are in IPC Phase 3+ (in food crisis), an estimated 919840 people. 4% (75733 people) are estimated to be in Phase 4 (emergency).</li><li>In Uganda there has been a total of 1,715 people displaced, with 1,851 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Uganda: International Displacement to Uganda (Medium), as of 27/03/26.</li></ul>","<ul><li>Uganda ranked 113 out of 165 countries in the Global Peace Index (2025).</li><li>Uganda ranked 148 out of 182 countries in the Corruption Perception Index (2025).</li><li>In the current period of analysis (Jul 2025) by the <a href='https://data.humdata.org/dataset/global-acute-food-insecurity-country-data', target='_blank'>IPC</a>, 48% of the population of Uganda are in IPC Phase 3+ (in food crisis), an estimated 919840 people. 4% (75733 people) are estimated to be in Phase 4 (emergency).</li><li>In Uganda there has been a total of 1,715 people displaced, with 1,851 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Uganda: International Displacement to Uganda (Medium), as of 27/03/26.</li></ul>"
pax,Uganda,141.0,UGA,500.0,800.0,UGA,2.0,All,https://www.peaceagreements.org/tracker/all,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=141&match_any_issues=True&name=&text=&signed_after=&signed_before=,19,3,"<ul><li>The most recent agreement signed in Uganda was <a href=""https://www.peaceagreements.org/agreements/684/"" target=""_blank"">Cessation of Hostilities Agreement between the Government of the Republic of Uganda and the Lord's Resistance Army, Juba, Suda, Addendum 6 (01/03/2008)</a>, as part of the Uganda peace process.</li><li>There has been a total of 19 agreements in Uganda, since the first agreement was signed in 1994 (<a href=""https://www.peaceagreements.org/agreements/397/"" target=""_blank"">The Agreement between the Uganda Government and the Lord's Resistance Army ('Gulu Ceasefire') (02/02/1994)</a>), in 3 peace processes (Uganda peace process, Sudanese (North-South) peace process, Rwanda-1990s international agreements).</li></ul>",,,,,,,,,,,,,,,,,,,,800.0,Uganda,207,282,15,17,22,30,248,322,-13,-7,-40,-41,-43.333333333333336,-31.818181818181817,-12.422360248447205,-16.532258064516128,2026-03-31,2.217,165,Uganda ranked 2 out of 165 countries in the Global Peace Index (2025).,148.0,182,Uganda ranked 148 out of 182 countries in the Corruption Perception Index (2025).,"In the current period of analysis (Jul 2025) by the <a href='https://data.humdata.org/dataset/global-acute-food-insecurity-country-data', target='_blank'>IPC</a>, 48% of the population of Uganda are in IPC Phase 3+ (in food crisis), an estimated 919840 people. 4% (75733 people) are estimated to be in Phase 4 (emergency).","In Uganda there has been a total of 1,715 people displaced, with 1,851 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].","There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Uganda: International Displacement to Uganda (Medium), as of 27/03/26.",,"<ul><li>In the current period of analysis (Jul 2025) by the <a href='https://data.humdata.org/dataset/global-acute-food-insecurity-country-data', target='_blank'>IPC</a>, 48% of the population of Uganda are in IPC Phase 3+ (in food crisis), an estimated 919840 people. 4% (75733 people) are estimated to be in Phase 4 (emergency).</li><li>In Uganda there has been a total of 1,715 people displaced, with 1,851 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Uganda: International Displacement to Uganda (Medium), as of 27/03/26.</li></ul>","<ul><li>Uganda ranked 2 out of 165 countries in the Global Peace Index (2025).</li><li>Uganda ranked 148 out of 182 countries in the Corruption Perception Index (2025).</li><li>In the current period of analysis (Jul 2025) by the <a href='https://data.humdata.org/dataset/global-acute-food-insecurity-country-data', target='_blank'>IPC</a>, 48% of the population of Uganda are in IPC Phase 3+ (in food crisis), an estimated 919840 people. 4% (75733 people) are estimated to be in Phase 4 (emergency).</li><li>In Uganda there has been a total of 1,715 people displaced, with 1,851 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Uganda: International Displacement to Uganda (Medium), as of 27/03/26.</li></ul>"
pax,Ukraine,142.0,UKR,369.0,804.0,UKR,1.0,Ukraine,https://www.peaceagreements.org/tracker/ukraine,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=142&match_any_issues=True&name=&text=&signed_after=&signed_before=,11,2,"<ul><li>The most recent agreement signed in Ukraine was <a href=""https://www.peaceagreements.org/agreements/2828/"" target=""_blank"">Agreement between the Government of Ukraine and the Government of the United States of America on the Establishment of a United States-Ukraine Reconstruction Investment Fund (30/04/2025)</a>, as part of the Ukraine - Russia: interstate agreements.</li><li>There has been a total of 11 agreements in Ukraine, since the first agreement was signed in 2014 (<a href=""https://www.peaceagreements.org/agreements/930/"" target=""_blank"">On Peaceful Settlement of Situation in the Eastern Regions of Ukraine (20/06/2014)</a>), in 2 peace processes (Ukraine peace process, Ukraine - Russia: interstate agreements).</li></ul>",369.0,Ukraine,26816.0,2708.0,8438.0,207.0,20.0,11.0,65785.0,9538.0,196.0,8418.0,-6830.0,-38969.0,1781.8181818181818,42090.0,-71.60830362759488,-59.23690810975146,2026-01-31,804.0,Ukraine,73265,78990,5435,7506,4536,6421,78481,55720,1085,899,23270,-5216,16.89767948917614,19.819223985890652,41.76238334529791,-6.64619462035397,2026-03-31,162.0,165,Ukraine ranked 162 out of 165 countries in the Global Peace Index (2025).,104.0,182,Ukraine ranked 104 out of 182 countries in the Corruption Perception Index (2025).,,"In Ukraine there has been a total of 3,665,165 people displaced, with 306,044 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].","There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Ukraine: Conflict in Ukraine (Very High), as of 29/03/26.","Ukraine is one of 12 focus countries in the UK's WPS <a href='https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156085/uk-women-peace-security-national-action-plan-2023-2027.pdf', target='_blank'>National Action Plan</a> for 2023-2027. ","<ul><li>In Ukraine there has been a total of 3,665,165 people displaced, with 306,044 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Ukraine: Conflict in Ukraine (Very High), as of 29/03/26.</li><li>Ukraine is one of 12 focus countries in the UK's WPS <a href='https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156085/uk-women-peace-security-national-action-plan-2023-2027.pdf', target='_blank'>National Action Plan</a> for 2023-2027.</li></ul>","<ul><li>Ukraine ranked 162 out of 165 countries in the Global Peace Index (2025).</li><li>Ukraine ranked 104 out of 182 countries in the Corruption Perception Index (2025).</li><li>In Ukraine there has been a total of 3,665,165 people displaced, with 306,044 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Ukraine: Conflict in Ukraine (Very High), as of 29/03/26.</li><li>Ukraine is one of 12 focus countries in the UK's WPS <a href='https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156085/uk-women-peace-security-national-action-plan-2023-2027.pdf', target='_blank'>National Action Plan</a> for 2023-2027.</li></ul>"
pax,Ukraine,142.0,UKR,369.0,804.0,UKR,1.0,Ukraine,https://www.peaceagreements.org/tracker/ukraine,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=142&match_any_issues=True&name=&text=&signed_after=&signed_before=,11,2,"<ul><li>The most recent agreement signed in Ukraine was <a href=""https://www.peaceagreements.org/agreements/2828/"" target=""_blank"">Agreement between the Government of Ukraine and the Government of the United States of America on the Establishment of a United States-Ukraine Reconstruction Investment Fund (30/04/2025)</a>, as part of the Ukraine - Russia: interstate agreements.</li><li>There has been a total of 11 agreements in Ukraine, since the first agreement was signed in 2014 (<a href=""https://www.peaceagreements.org/agreements/930/"" target=""_blank"">On Peaceful Settlement of Situation in the Eastern Regions of Ukraine (20/06/2014)</a>), in 2 peace processes (Ukraine peace process, Ukraine - Russia: interstate agreements).</li></ul>",369.0,Ukraine,26816.0,2708.0,8438.0,207.0,20.0,11.0,65785.0,9538.0,196.0,8418.0,-6830.0,-38969.0,1781.8181818181818,42090.0,-71.60830362759488,-59.23690810975146,2026-01-31,804.0,Ukraine,73265,78990,5435,7506,4536,6421,78481,55720,1085,899,23270,-5216,16.89767948917614,19.819223985890652,41.76238334529791,-6.64619462035397,2026-03-31,3.434,165,Ukraine ranked 3 out of 165 countries in the Global Peace Index (2025).,104.0,182,Ukraine ranked 104 out of 182 countries in the Corruption Perception Index (2025).,,"In Ukraine there has been a total of 3,665,165 people displaced, with 306,044 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].","There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Ukraine: Conflict in Ukraine (Very High), as of 29/03/26.","Ukraine is one of 12 focus countries in the UK's WPS <a href='https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156085/uk-women-peace-security-national-action-plan-2023-2027.pdf', target='_blank'>National Action Plan</a> for 2023-2027. ","<ul><li>In Ukraine there has been a total of 3,665,165 people displaced, with 306,044 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Ukraine: Conflict in Ukraine (Very High), as of 29/03/26.</li><li>Ukraine is one of 12 focus countries in the UK's WPS <a href='https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156085/uk-women-peace-security-national-action-plan-2023-2027.pdf', target='_blank'>National Action Plan</a> for 2023-2027.</li></ul>","<ul><li>Ukraine ranked 3 out of 165 countries in the Global Peace Index (2025).</li><li>Ukraine ranked 104 out of 182 countries in the Corruption Perception Index (2025).</li><li>In Ukraine there has been a total of 3,665,165 people displaced, with 306,044 new displacements in 2024 [<a href='https://data.humdata.org/dataset/idmc-internal-displacements-new-displacements-idps', target='_blank'>IDMC</a>].</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Ukraine: Conflict in Ukraine (Very High), as of 29/03/26.</li><li>Ukraine is one of 12 focus countries in the UK's WPS <a href='https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156085/uk-women-peace-security-national-action-plan-2023-2027.pdf', target='_blank'>National Action Plan</a> for 2023-2027.</li></ul>"
pax,United Kingdom,143.0,GBR,200.0,826.0,UKG,2.0,All,https://www.peaceagreements.org/tracker/all,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=143&match_any_issues=True&name=&text=&signed_after=&signed_before=,38,2,"<ul><li>The most recent agreement signed in United Kingdom was <a href=""https://www.peaceagreements.org/agreements/2842/"" target=""_blank"">A Joint Framework between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Ireland (19/09/2025)</a>, as part of the Northern Ireland peace process.</li><li>There has been a total of 38 agreements in United Kingdom, since the first agreement was signed in 1990 (<a href=""https://www.peaceagreements.org/agreements/431/"" target=""_blank"">Joint Statement of Confidence-Building Measures, including an Information and Consultation System and Safety Measures for Air and Maritime Navigation (15/02/1990)</a>), in 2 peace processes (Northern Ireland peace process, Argentina-UK: Falklands process).</li></ul>",,,,,,,,,,,,,,,,,,,,826.0,United Kingdom,3,16,0,1,0,0,0,24,1,0,-8,3,0.0,0.0,-33.33333333333333,0.0,2026-03-31,1.634,165,United Kingdom ranked 1 out of 165 countries in the Global Peace Index (2025).,20.0,182,United Kingdom ranked 20 out of 182 countries in the Corruption Perception Index (2025).,,,,, ,<ul><li>United Kingdom ranked 1 out of 165 countries in the Global Peace Index (2025).</li><li>United Kingdom ranked 20 out of 182 countries in the Corruption Perception Index (2025).</li></ul>
pax,United Kingdom,143.0,GBR,200.0,826.0,UKG,2.0,All,https://www.peaceagreements.org/tracker/all,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=143&match_any_issues=True&name=&text=&signed_after=&signed_before=,38,2,"<ul><li>The most recent agreement signed in United Kingdom was <a href=""https://www.peaceagreements.org/agreements/2842/"" target=""_blank"">A Joint Framework between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Ireland (19/09/2025)</a>, as part of the Northern Ireland peace process.</li><li>There has been a total of 38 agreements in United Kingdom, since the first agreement was signed in 1990 (<a href=""https://www.peaceagreements.org/agreements/431/"" target=""_blank"">Joint Statement of Confidence-Building Measures, including an Information and Consultation System and Safety Measures for Air and Maritime Navigation (15/02/1990)</a>), in 2 peace processes (Northern Ireland peace process, Argentina-UK: Falklands process).</li></ul>",,,,,,,,,,,,,,,,,,,,826.0,United Kingdom,3,16,0,1,0,0,0,24,1,0,-8,3,0.0,0.0,-33.33333333333333,0.0,2026-03-31,30.0,165,United Kingdom ranked 30 out of 165 countries in the Global Peace Index (2025).,20.0,182,United Kingdom ranked 20 out of 182 countries in the Corruption Perception Index (2025).,,,,, ,<ul><li>United Kingdom ranked 30 out of 165 countries in the Global Peace Index (2025).</li><li>United Kingdom ranked 20 out of 182 countries in the Corruption Perception Index (2025).</li></ul>
pax,United States of America,145.0,USA,2.0,840.0,USA,2.0,All,https://www.peaceagreements.org/tracker/all,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=145&match_any_issues=True&name=&text=&signed_after=&signed_before=,4,3,"<ul><li>The most recent agreement signed in United States of America was <a href=""https://www.peaceagreements.org/agreements/2106/"" target=""_blank"">Joint Statement of President Donald J. Trump of the United States of America and Chairman Kim Jong Un of the Democratic People's Republic of Korea at the Singapore Summit (12/06/2018)</a>, as part of the North Korea - South Korea interstate process.</li><li>There has been a total of 4 agreements in United States of America, since the first agreement was signed in 1993 (<a href=""https://www.peaceagreements.org/agreements/1960/"" target=""_blank"">Joint Statement of the Democratic People's Republic of Korea and the United States of America (11/06/1993)</a>), in 3 peace processes (North Korea - South Korea interstate process, US-North Korea interstate process, Iraq peace process - second Iraq war).</li></ul>",,,,,,,,,,,,,,,,,,,,840.0,United States,50,124,7,11,3,8,45,124,3,4,0,5,37.5,133.33333333333331,0.0,11.11111111111111,2026-03-31,2.443,165,United States of America ranked 2 out of 165 countries in the Global Peace Index (2025).,29.0,182,United States of America ranked 29 out of 182 countries in the Corruption Perception Index (2025).,,,,, ,<ul><li>United States of America ranked 2 out of 165 countries in the Global Peace Index (2025).</li><li>United States of America ranked 29 out of 182 countries in the Corruption Perception Index (2025).</li></ul>
pax,United States of America,145.0,USA,2.0,840.0,USA,2.0,All,https://www.peaceagreements.org/tracker/all,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=145&match_any_issues=True&name=&text=&signed_after=&signed_before=,4,3,"<ul><li>The most recent agreement signed in United States of America was <a href=""https://www.peaceagreements.org/agreements/2106/"" target=""_blank"">Joint Statement of President Donald J. Trump of the United States of America and Chairman Kim Jong Un of the Democratic People's Republic of Korea at the Singapore Summit (12/06/2018)</a>, as part of the North Korea - South Korea interstate process.</li><li>There has been a total of 4 agreements in United States of America, since the first agreement was signed in 1993 (<a href=""https://www.peaceagreements.org/agreements/1960/"" target=""_blank"">Joint Statement of the Democratic People's Republic of Korea and the United States of America (11/06/1993)</a>), in 3 peace processes (North Korea - South Korea interstate process, US-North Korea interstate process, Iraq peace process - second Iraq war).</li></ul>",,,,,,,,,,,,,,,,,,,,840.0,United States,50,124,7,11,3,8,45,124,3,4,0,5,37.5,133.33333333333331,0.0,11.11111111111111,2026-03-31,128.0,165,United States of America ranked 128 out of 165 countries in the Global Peace Index (2025).,29.0,182,United States of America ranked 29 out of 182 countries in the Corruption Perception Index (2025).,,,,, ,<ul><li>United States of America ranked 128 out of 165 countries in the Global Peace Index (2025).</li><li>United States of America ranked 29 out of 182 countries in the Corruption Perception Index (2025).</li></ul>
pax,Venezuela,150.0,VEN,101.0,862.0,VEN,2.0,All,https://www.peaceagreements.org/tracker/all,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=150&match_any_issues=True&name=&text=&signed_after=&signed_before=,1,1,"<ul><li>The most recent agreement signed in Venezuela was <a href=""https://www.peaceagreements.org/agreements/1083/"" target=""_blank"">Declaración de Principios y Mecanismo de Cooperación entre Colombia y Venezuela (10/08/2010)</a>, as part of the Colombia V - Santos.</li><li>There has been a total of 1 agreement in Venezuela, since the first agreement was signed in 2010 (<a href=""https://www.peaceagreements.org/agreements/1083/"" target=""_blank"">Declaración de Principios y Mecanismo de Cooperación entre Colombia y Venezuela (10/08/2010)</a>), in 1 peace process (Colombia V - Santos).</li></ul>",,,,,,,,,,,,,,,,,,,,862.0,Venezuela,431,331,38,38,29,28,522,470,10,9,-139,-91,35.714285714285715,31.03448275862069,-29.574468085106382,-17.43295019157088,2026-03-31,139.0,165,Venezuela ranked 139 out of 165 countries in the Global Peace Index (2025).,180.0,182,Venezuela ranked 180 out of 182 countries in the Corruption Perception Index (2025).,,,"There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Venezuela: Political and Economic crisis in Venezuela (High), as of 31/03/26.",,"<ul><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Venezuela: Political and Economic crisis in Venezuela (High), as of 31/03/26.</li></ul>","<ul><li>Venezuela ranked 139 out of 165 countries in the Global Peace Index (2025).</li><li>Venezuela ranked 180 out of 182 countries in the Corruption Perception Index (2025).</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Venezuela: Political and Economic crisis in Venezuela (High), as of 31/03/26.</li></ul>"
pax,Venezuela,150.0,VEN,101.0,862.0,VEN,2.0,All,https://www.peaceagreements.org/tracker/all,https://www.peaceagreements.org/agreements/search/?search_type=basic-search&countries=150&match_any_issues=True&name=&text=&signed_after=&signed_before=,1,1,"<ul><li>The most recent agreement signed in Venezuela was <a href=""https://www.peaceagreements.org/agreements/1083/"" target=""_blank"">Declaración de Principios y Mecanismo de Cooperación entre Colombia y Venezuela (10/08/2010)</a>, as part of the Colombia V - Santos.</li><li>There has been a total of 1 agreement in Venezuela, since the first agreement was signed in 2010 (<a href=""https://www.peaceagreements.org/agreements/1083/"" target=""_blank"">Declaración de Principios y Mecanismo de Cooperación entre Colombia y Venezuela (10/08/2010)</a>), in 1 peace process (Colombia V - Santos).</li></ul>",,,,,,,,,,,,,,,,,,,,862.0,Venezuela,431,331,38,38,29,28,522,470,10,9,-139,-91,35.714285714285715,31.03448275862069,-29.574468085106382,-17.43295019157088,2026-03-31,2.692,165,Venezuela ranked 2 out of 165 countries in the Global Peace Index (2025).,180.0,182,Venezuela ranked 180 out of 182 countries in the Corruption Perception Index (2025).,,,"There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Venezuela: Political and Economic crisis in Venezuela (High), as of 31/03/26.",,"<ul><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Venezuela: Political and Economic crisis in Venezuela (High), as of 31/03/26.</li></ul>","<ul><li>Venezuela ranked 2 out of 165 countries in the Global Peace Index (2025).</li><li>Venezuela ranked 180 out of 182 countries in the Corruption Perception Index (2025).</li><li>There is 1 current crisis and severity category listed in the <a href=""https://www.acaps.org/en/thematics/all-topics/inform-severity-index"" target=""_blank"">INFORM Severity Index</a> for Venezuela: Political and Economic crisis in Venezuela (High), as of 31/03/26.</li></ul>"
