Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover,agt_dat,year,stage_label,description,PAX_Hyperlink,PDF_Hyperlink,PAX_Local_Hyperlink,local_search
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1527,1,Damascus Truce I between Bayt Sahem and Babila,2014-02-17,Multiparty signed/agreed,1.0,915,IntraLocal,Cea,Ceas,"Leaders of Bayt Sahem and Babila (Syrian Opposition);
Syrian Government;",,,SYR,,652,,299.0,,,,No,0,0,1,0,Y,"Bayt Sahem, Babila",Region,33.471507,36.339126,Y,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Damascus Truce I between Bayt Sahem and Babila (2014-02-17),2014,Ceasefire,"Short ceasefire negotiated between the Syrian Government and the leaders of Bayt Sahem and Babila in the Damascus Countryside. Provides guarantees of Syrian Army to not enter the towns, re-supply water and electricity, open roads, and allow fighters that wish to surrender to do so, in addition to surrendering heavy weaponry.",https://pax.peaceagreements.org/agreements/1527/,https://pax.peaceagreements.org/media/documents/ag1527_5e296a76a85d6.pdf,https://pax.peaceagreements.org/agreements/local/1527,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=133&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1885,1,Points of the Truce with the People's Protection Units (YPG),2014-04-24,Multiparty signed/agreed,1.0,1001,IntraLocal,Cea,CeaMix,"Joint Operations Room of Ahl al-Sham [Signed]
People's Defence Units [Signed]",,,SYR,,652,,299.0,,,,No,0,0,1,0,N,Aleppo,Region,36.371434,37.003715,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Points of the Truce with the People's Protection Units (YPG) (2014-04-24),2014,Ceasefire,"Short ceasefire agreement between the Joint Operations Room of Ahl al-Sham and the People's Defence Units (YPG), calling for increased mobility, an exchange of prisoners, the facilitation of living conditions in areas under YPG control, a ban on unannounced checkpoints and a continuation of the siege on Nabil and al-Zahra areas.",https://pax.peaceagreements.org/agreements/1885/,https://pax.peaceagreements.org/media/documents/ag1885_5db0553524ad3.pdf,https://pax.peaceagreements.org/agreements/local/1885,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,1597,1,Agreement between al-ʿAwlaqī Tribe and al-Qaeda,2014-05-02,Multiparty signed/agreed,1.0,2024,IntraLocal,Cea,Ceas,"al-ʿAwlaqī Tribe: Sheikh Abū Bakr Farīd al-ʿAwlaqī, Chief of the al-Ṣaʿīd District, ʿAlī Bin Hammad al-ʿAwāliq

al-Qaeda: Ahmad ʿĀṭif al-ʿĀtīqī, al-Habashī al-Bārās [al-ʿAwlaqī], Sāliḥ bin Bilʿaīd al-Sālimī.",,,YEM,,678,,230.0,,,,No,0,0,1,0,T,"al-Ṣaʿīd district, Shabwah governorate (coordinates for Ataq city - see jusitfy or query)",Region,14.530176,46.829856,Y,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Agreement between al-ʿAwlaqī Tribe and al-Qaeda (2014-05-02),2014,Ceasefire,"An agreement betweeen the ʿAlī Bin Hammad al-ʿAwāliq and al-Qaeda, aimed at preventing violence in the areas inhabited by the al-Awlaki Tribe. Sets out provisions aimed at restricting assembly, giving safe harbour and preventing hostile acts between the two groups.",https://pax.peaceagreements.org/agreements/1597/,https://pax.peaceagreements.org/media/documents/ag1597_5d06549a42166.pdf,https://pax.peaceagreements.org/agreements/local/1597,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
South Sudan,Government,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),1675,1,Agreement on Resolution of the Conflict in Jonglei State between Government of the Republic of South Sudan and South Sudan Democratic Movement/Army-Cobra Faction (SSDM-SSDA-Cobra) (Yau Yau Agreement),2014-05-09,Multiparty signed/agreed,15.0,16623,IntraLocal,SubComp,FrAg,"Hon. Canon Clement Janda, Head of Government Delegation [Signed]

Lt. Gen. Khalid Boutros, Head of SSDM/A Cobra Faction [Signed]","Witnessed by the Church Leadership Mediation Initiative (CLMI)

Bishop Emeritus ParideTabanKenyi, Chairperson of the CLMI [Signed]

Bishop Paul P. Benjamin Yugusuk, Spokesperson of the CLMI [Signed]

Bishop ArkanjeloWani Lemi, Member of the CLMI [Signed]

Professor Hizkias Assefa, Moderator [Signed]",,SSD,,626,,11345.0,1480.0,,,No,1,0,0,0,Y,Jonglei State,Region,6.800307,33.130903,Y,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,Agreement on Resolution of the Conflict in Jonglei State between Government of the Republic of South Sudan and South Sudan Democratic Movement/Army-Cobra Faction (SSDM-SSDA-Cobra) (Yau Yau Agreement) (2014-05-09),2014,"Framework-substantive, comprehensive","Agreement provides for the creation of the Greater Pibor Administrative Area and the re-integration of SSDA-Cobra movement, as well as the ceasefire.",https://pax.peaceagreements.org/agreements/1675/,https://pax.peaceagreements.org/media/documents/ag1675_577b94d19a9e2.pdf,https://pax.peaceagreements.org/agreements/local/1675,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=151&search_type=advanced-local
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),1844,1,Recommendations of the Terekeka Peace Conference,2014-05-30,Multiparty signed/agreed,3.0,6633,IntraLocal,SubPar,MultIss,"Terekeka, Awerial and Bor Counties",,Terekeka and Awerial Conference:,SSD,,626,,,,,,No,1,0,0,0,N,"Terekeka, Awerial and Bor counties",Region,5.859901,31.698956,Y,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,Recommendations of the Terekeka Peace Conference (2014-05-30),2014,"Framework-substantive, partial",Short agreement regarding conflicts as a result of land disputes and cattle rustling between three communities. Agreement institutes regulations in attempting to deal with the rustling as well as extends some rights to individuals.,https://pax.peaceagreements.org/agreements/1844/,https://pax.peaceagreements.org/media/documents/ag1844_593036cbb546a.pdf,https://pax.peaceagreements.org/agreements/local/1844,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=151&search_type=advanced-local
Somalia,Government/territory,87,Somalia Peace Process,Africa (excl MENA),795,1,"Agreement: An Inclusive Interim Administration for the South West Regions of Somalia (Bay, Bakol and Lower Shabelle)",2014-06-22,Multiparty signed/agreed,3.0,4406,IntraLocal,SubPar,Iss,"South West-6 Group (SW6), signed for by Abdifatah Mohamed Ibrahim (Geseey)
South West-3 Group (SW3), signed for by Mohamed Haji Abdinur",Somali Federal Government,,SOM,,520,,337.0,,,938.0,No,1,0,0,0,Y,Bay - Bakol - Lower Shabelle regions,Region,3.114394,43.649625,Y,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,"Agreement: An Inclusive Interim Administration for the South West Regions of Somalia (Bay, Bakol and Lower Shabelle) (2014-06-22)",2014,"Framework-substantive, partial","Agreement to establish a unified Interim Administration in the South West, setting forth terms for designing the roadmap for its creation.",https://pax.peaceagreements.org/agreements/795/,https://pax.peaceagreements.org/media/documents/ag795_55cdfa30845ef.pdf,https://pax.peaceagreements.org/agreements/local/795,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=87&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,1883,1,Agreement between Ansar Allah and Salafists from the al-Noor Centre,2014-06-26,Multiparty signed/agreed,1.0,1816,IntraLocal,Pre,Prin,"The first side: Mr Abd al-Malik Badr al-Din al-Houthi, signed by his representative, Yusuf Abdallah for Ansar Allah [The Houthis]
The second side: Sheikh Muhammad bin Abdullah al-Imam [for the Salafists of the Noor Center]",,,YEM,,678,,230.0,,,,No,0,0,1,0,T,"Dammaj, Sa'dah governorate",Region,16.896582,43.800934,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Agreement between Ansar Allah and Salafists from the al-Noor Centre (2014-06-26),2014,Pre-negotiation,"Short agreement between the Houthis (Ansar Allah) and the Salafists at the Noor Centre following the defeat and expulsion of the Salafists at Dar al-Hadith Centre in Dammaj, Sa'dah. Agreement postulates that all involved are Muslims, calls for reconciliation and open lines of communication between the groups to coordinate in the face of strife, guarantees cultural freedom and freedom of thought, and calls for an end to hostile rhetoric by both parties.",https://pax.peaceagreements.org/agreements/1883/,https://pax.peaceagreements.org/media/documents/ag1883_599148ad38a64.pdf,https://pax.peaceagreements.org/agreements/local/1883,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,2084,2,"Agreement between Ansar Allah and the al-Shilali Tribe in al-Ridmah, Ibb",2014-07-15,Multiparty signed/agreed,1.0,1539,IntraLocal,Cea,Ceas,"Zayd Mohammed bin Yahya al-Dhari [On behalf of Ansar Allah]
Sheikh Abd al-Wahid Hizam al-Shilali al-Du’am [On behalf of al-Shilali Tribes]",Sheikh Ahmed Salah al-Muqbali [Mediator],"Page 1, This reconciliation is the renewal and extension of the former reconciliation.",YEM,,678,,,,,,No,1,0,0,0,T,"al-Radmah district, Ibb governorate",Region,14.227527,44.585525,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"Agreement between Ansar Allah and the al-Shilali Tribe in al-Ridmah, Ibb (2014-07-15)",2014,Ceasefire,"Agreement on an end to hostilities between the al-Shilali Tribes and Ansar Allah in al-Ridmah, and enforcement mechanism of payments, made to start 'this Muharram' (which is the beginning of the first month in the new calandar, which has been given as the date).",https://pax.peaceagreements.org/agreements/2084/,https://pax.peaceagreements.org/media/documents/ag2084_5d06526d28347.pdf,https://pax.peaceagreements.org/agreements/local/2084,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2339,5,Agreement between al-Nusra Front and factions of the armed opposition in Hafsarja,2014-07-19,Multiparty signed/agreed,1.0,940,IntraLocal,Pre,Proc,"Yaqoob al-Omar (Jabhat al-Nusra)
Muhammad Izzedine Khattab (Syria Revolutionaries Front)
Abdullah Al-Muhaisni (independent)
Yassin Alloush (Independent)
Abdel Mon’im Zaid Eddin (Independent)",,,SYR,,652,,299.0,,,,No,0,0,1,0,N,Hafsarja,Smaller,36.018454,36.52894,N,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,Agreement between al-Nusra Front and factions of the armed opposition in Hafsarja (2014-07-19),2014,Pre-negotiation,Five-point agreement where parties agree to form a independant Shariah committee of notables to resolve the ongoing conflict in Idlib between Jabhat al-Nusra and some of the Free Syrian Army factions.,https://pax.peaceagreements.org/agreements/2339/,https://pax.peaceagreements.org/media/documents/ag2339_602a9cc682865.pdf,https://pax.peaceagreements.org/agreements/local/2339,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Somalia,Government/territory,87,Somalia Peace Process,Africa (excl MENA),797,1,Central Regions State Formation Agreement (Mudug and Galgadug),2014-07-30,Multiparty signed/agreed,4.0,4466,IntraLocal,SubPar,Iss,"Galmudug State, Abdi Hassan Awale Qeybdid; Ahlu Sunna wal Jamaa Administration, Sheikh Ibrahim Sheikh Gureye; Himan and Heeb Administration, Abdullahi Mohamed Ali (Barleh); FGS, Mustafa Shiekh Ali Dhuhulow, Duale Adam Mohamed, Ahmed Ali Salad (Tako), Mahad Mohamed Salad.
Guarator: Abdullahi Godah Barre","Witnesses
EU Special Envoy for Somalia, Amb. Michele Cervone; IGAD Special Envoy for Somalia, Amb. Muhammed Affey; UNISOM Special Representative to Secretary-General, Amb. Nicholas Kay; African Union, The Acting Special Representative and Deputy Special Representative of the Chairperson of African Union Commission, Hon. Lydia Wanyoto Mutende.",Provisional Constitution of the Federal Government of Somalia,SOM,,520,,337.0,,,938.0,No,1,0,0,0,Y,Mudug - Galgadud,Region,6.208974,46.634167,Y,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,Central Regions State Formation Agreement (Mudug and Galgadug) (2014-07-30),2014,"Framework-substantive, partial",Agreement sets forth principles for forming a new regional administration in the central part of Somalia.,https://pax.peaceagreements.org/agreements/797/,https://pax.peaceagreements.org/media/documents/ag797_55cdf9501c040.pdf,https://pax.peaceagreements.org/agreements/local/797,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=87&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,2086,2,al-Qa'alah and Shubayqa Reconciliation Agreement,2014-08-02,Multiparty signed/agreed,1.0,1133,IntraLocal,Cea,Ceas,"al-Qaalah and Shubayqa
[9 signatories, including finger prints]",Al-Sayyid Ahmed Bihay al-Din Salih al-Sarwari,,YEM,,678,,,,,,No,1,0,0,0,T,"Sabiha (al-Subaiha/Shuaibi), area within the governorate of Lahij",Region,13.068251,44.913642,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,al-Qa'alah and Shubayqa Reconciliation Agreement (2014-08-02),2014,Ceasefire,"Agreement between the al-Qaalah and Shubayqa tribes in Yemen, mediated by a local sayyid [descendant of the prophet Muhammad]. Agreement provides for a three year truce from the day of signature. Details of agreement are missing due to translation and illegibility of original document. Please refer to original.",https://pax.peaceagreements.org/agreements/2086/,https://pax.peaceagreements.org/media/documents/ag2086_5c9ba3fd07adb.pdf,https://pax.peaceagreements.org/agreements/local/2086,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,2083,2,al-Qa'alah and al-Aghbarah Reconciliation Agreement,2014-08-04,Multiparty signed/agreed,1.0,1156,IntraLocal,Cea,Ceas,"two tribes of al-Qa’alah and al-Aghbarah
[9 signatories]",good endeavour blessed by Al-Sayyid Ahmed Bihay al-Din Salih al-Sarwari,,YEM,,678,,,,,,No,1,0,0,0,T,"Sabiha (al-Subaiha/Shuaibi), area within the governorate of Lahij",Region,13.057711,44.882743,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,al-Qa'alah and al-Aghbarah Reconciliation Agreement (2014-08-04),2014,Ceasefire,A truce lasting three years between the al-Qa’alah and al-Aghbarah. Sit downs between elders are continuing to resolve remaining disputes within this time frame. Agreement translation is missing details due to illegible handwriting.,https://pax.peaceagreements.org/agreements/2083/,https://pax.peaceagreements.org/media/documents/ag2083_5c9514d164f25.pdf,https://pax.peaceagreements.org/agreements/local/2083,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Lebanon/Syria,Government,138,Syrian Local Agreements,Middle East and North Africa,1840,1,Arsal 24-Hour Ceasefire Agreement,2014-08-05,Multiparty signed/agreed,1.0,943,IntraLocal,Cea,Ceas,"Syrian rebels (Islamist), Lebanese Armed Forces",,,SYR,,652,,,,,,No,0,1,0,0,N,Arsal,City,34.179095,36.420674,Y,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Arsal 24-Hour Ceasefire Agreement (2014-08-05),2014,Ceasefire,A 24-hour humanitarian ceasefire following fighting between Syrian factions and Lebanese Armed Forces allowing for the evacuation of civilians and wounded. Implementation managed by a joint committee of 'Syrian jurists' and Arsal inhabitants. Ceasefire broken in less than 24 hours.,https://pax.peaceagreements.org/agreements/1840/,https://pax.peaceagreements.org/media/documents/ag1840_5af42674de55f.pdf,https://pax.peaceagreements.org/agreements/local/1840,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,2082,2,"Agreement document between the disputed parties in Bani Al-Amiriya, Bikal Chamber, Mazhar District",2014-08-07,Multiparty signed/agreed,2.0,1857,IntraLocal,SubPar,Iss,"Bikal Chamber
Houthis
Governor
Director of Security
Popular Committees
[7 other parties]",,,YEM,,678,,,,,,No,1,0,0,0,T,"Mazhar district, Raymah (Rima) governorate",Region,14.523218,43.769699,Y,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"Agreement document between the disputed parties in Bani Al-Amiriya, Bikal Chamber, Mazhar District (2014-08-07)",2014,"Framework-substantive, partial",Agreement sponsored by state actors to attain calm in Mazhir District by (1) prohibiting inflammatory language; (2) ending armed manifestations at the mosque and elsewhere; (3) freedom of expression; (4) asserting the right of the state to solve disputes; (5) the nature of higher national principles including the results of the national dialogue conference.,https://pax.peaceagreements.org/agreements/2082/,https://pax.peaceagreements.org/media/documents/ag2082_5c9bb074c59b7.pdf,https://pax.peaceagreements.org/agreements/local/2082,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2151,2,"Untitled Agreement [between al-Nusra Front and Free Syrian Army, Mara al-Hurma, Idlib]",2014-10-11,Multiparty signed/agreed,1.0,1554,IntraLocal,SubPar,MultIss,"Abu Abdullah Toum, Jabhat Al Nusrah [Signed]
Lt. Col. Gamil Raduon, Free Syrian Army [Signed]
[illegible third conflict actor]","The agreement was signed in the presence of:
Abu Bakr / Ahrar Al Sham: Commander of the Ahl Al Bayt Brigade [Signed]
Abu Al Bara’a [illegible] [Signed]
Sheikh Abu [illegible], Jabhat Al Nusrah [Signed]
Sheikh Abu Al Nasr [illegible] [Signed]",,SYR,,652,,299.0,,,,No,1,0,0,0,N,"Mara al-Hurma, Idlib governorate",City,35.550139,36.541128,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Untitled Agreement [between al-Nusra Front and Free Syrian Army, Mara al-Hurma, Idlib] (2014-10-11)",2014,"Framework-substantive, partial","Short agreement agreeing that the Sharia board shall implement the agreement which includes prisoner release, removing 'accidents'[?] related to the incident, ending the state of emergency between the two sides and redirecting fighters to the front lines.",https://pax.peaceagreements.org/agreements/2151/,https://pax.peaceagreements.org/media/documents/ag2151_5c9b67aa4cf22.pdf,https://pax.peaceagreements.org/agreements/local/2151,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,2087,2,"Untitled Agreement [in Yarim, Ibb Governorate]",2014-10-21,Multiparty signed/agreed,1.0,1325,IntraLocal,Pre,Conf,"""meeting was held between sheikhs, dignitaries, representatives of political parties, local, military and security authorities, representatives of civil society and representatives of Ansar Allah and the Popular Committees""",,,YEM,,678,,,,,,No,1,0,0,0,T,"Yarim area / city district, Ibb governorate",Region,14.296654,44.37541,Y,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,"Untitled Agreement [in Yarim, Ibb Governorate] (2014-10-21)",2014,Pre-negotiation,Part of one of a series of agreements between the Houthis and local communities as they were expanding their territorial control in Yemen in 2014. Is arguably a form of surrender agreement on behalf of the local community.,https://pax.peaceagreements.org/agreements/2087/,https://pax.peaceagreements.org/media/documents/ag2087_5c95146faa12e.pdf,https://pax.peaceagreements.org/agreements/local/2087,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,2006,2,Agreement to Cease Fire between the Tihami Movement in Harah al-Yamin and Ansar Allah,2014-10-24,Multiparty signed/agreed,1.0,1380,IntraLocal,Cea,Ceas,"On behalf of the Tihama Movement (Hārah al-Yamin): 
Mamdūh Muhammad ‘Issā Zayla’ī Muhammad ‘Aysh Āhmad Muhammad Āhmad Jamālī Muhammad ‘Aysh Hassan 
Shahab Muhammad al-‘Adīn Hassan Hādī Muhammad ‘Abd al-Rizāq 

On behalf of Ansar Allah: 
Ābū Taha",,,YEM,,678,,230.0,,,,No,0,0,1,0,T,"Hārah al-Yamin neighbourhood, Hudaydah city",Smaller,14.7905,42.943162,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Agreement to Cease Fire between the Tihami Movement in Harah al-Yamin and Ansar Allah (2014-10-24),2014,Ceasefire,"Short agreement between the Tihami Movement in Harah al-Yamin, Hudaydah, and Ansar Allah.",https://pax.peaceagreements.org/agreements/2006/,https://pax.peaceagreements.org/media/documents/ag2006_5d0645ffe1c5d.pdf,https://pax.peaceagreements.org/agreements/local/2006,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2152,2,"Agreement between al-Nusra Front and Harakat Hazm, Aleppo",2014-10-28,Multiparty signed/agreed,1.0,1669,IntraLocal,Cea,Ceas,"Signed by Abu Hafs al-Baghdadi and Ahmad Diri representing the Aleppo factions of Jabhat al-Nusra and Harakat Hazm, respectively.","Witnesses:
Sheikh Farouq [signed] [affiliation unclear];
Sheikh Abu Bakri[signed] [affiliation unclear];
Colonel Abu Ahmad Mahitah [signed] [affiliation unclear]
Islamic Front
Army of the Mujahideen
Ansar al-Din Front
Abu Amara Brigades
Nur al-Din al-Zanki Movement
The Military Council
The Local Council of the City of Aleppo",,SYR,,652,,299.0,,,,No,0,1,0,0,N,"al-Jandool, Aleppo city",Smaller,36.24876,37.172783,N,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Agreement between al-Nusra Front and Harakat Hazm, Aleppo (2014-10-28)",2014,Ceasefire,Agreement delineating the territories of the two conflict parties in Aleppo City. Agreement has unique enforcement mechanism.,https://pax.peaceagreements.org/agreements/2152/,https://pax.peaceagreements.org/media/documents/ag2152_5db051dd52dae.pdf,https://pax.peaceagreements.org/agreements/local/2152,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,2434,6,Local ceasefire initiative in Zabadani,2014-11-18,Multiparty signed/agreed,1.0,2246,IntraLocal,Cea,CeaMix,The people of Zabadani,,,SYR,,652,,299.0,,,,No,0,1,0,0,T,Zabadani and surrounding agricultural lands,Region,33.727884,36.103005,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Local ceasefire initiative in Zabadani (2014-11-18),2014,Ceasefire,"Ceasefire initiative launched by the people of Zabadani to bring an end to the fighting with Syrian forces, facilitate the return of the displaced and detainees, and the return to normal life for civilians.",https://pax.peaceagreements.org/agreements/2434/,https://pax.peaceagreements.org/media/documents/ag2434_6298abb668801.pdf,https://pax.peaceagreements.org/agreements/local/2434,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=133&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,1676,1,Agreement between the Tribes of ʿUbaydah and Ansar Allah,2014-12-04,Multiparty signed/agreed,2.0,4801,IntraLocal,SubPar,Iss,Ansar Allah (the Houthis) as the first party and the 'Ubaydah Tribes and those under their auspices in Ma’rib governorate from the valley to the city as the second party,,,YEM,,678,,230.0,,,,No,1,0,0,0,T,Wadi and Medina districts of Ma'rib,Region,15.473768,45.321942,Y,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,Agreement between the Tribes of ʿUbaydah and Ansar Allah (2014-12-04),2014,"Framework-substantive, partial","Agreement between the Ubaydah tribes in the wadi and medina districts of Ma'rib, central Yemen and Ansar Allah (the Houthis) three months after the occupation of Sana'a by the Houthis. Agreement guarantees access and secures infrastructure facilities by the local tribes.",https://pax.peaceagreements.org/agreements/1676/,https://pax.peaceagreements.org/media/documents/ag1676_587f644b7972d.pdf,https://pax.peaceagreements.org/agreements/local/1676,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
